user_id,group,revenue,clicked,converted,retained_7d,complained,segment,device,country
srm_failure_treatment_00724,treatment,11.0,1,0,1,0,high_value,ios,US
srm_failure_treatment_02178,treatment,12.36,0,0,1,0,new_user,android,CA
srm_failure_treatment_02579,treatment,10.15,1,0,0,0,new_user,web,US
srm_failure_control_00305,control,10.91,0,0,0,0,returning_user,web,GB
srm_failure_control_00340,control,10.3,0,0,1,0,returning_user,android,DE
srm_failure_treatment_01346,treatment,9.17,0,0,1,0,returning_user,ios,US
srm_failure_treatment_02251,treatment,12.67,0,0,1,0,returning_user,ios,CA
srm_failure_treatment_02278,treatment,11.55,1,0,0,0,new_user,web,GB
srm_failure_treatment_01647,treatment,8.43,0,0,0,0,high_value,web,US
srm_failure_treatment_02656,treatment,11.52,0,0,0,0,returning_user,android,CA
srm_failure_control_00146,control,11.07,0,0,1,0,returning_user,web,CA
srm_failure_treatment_02253,treatment,11.88,0,0,1,0,returning_user,ios,GB
srm_failure_control_00244,control,7.55,0,1,0,0,new_user,ios,DE
srm_failure_treatment_01016,treatment,10.97,0,0,1,0,returning_user,ios,US
srm_failure_treatment_00106,treatment,8.83,0,0,0,0,returning_user,web,GB
srm_failure_treatment_00929,treatment,10.17,1,0,0,0,returning_user,ios,CA
srm_failure_control_00066,control,9.6,0,0,0,0,new_user,web,US
srm_failure_control_01166,control,9.81,0,0,0,0,new_user,ios,US
srm_failure_control_00237,control,10.55,0,0,0,0,new_user,android,US
srm_failure_control_00681,control,9.9,0,0,0,0,high_value,ios,DE
srm_failure_treatment_00710,treatment,11.07,0,0,0,0,new_user,web,GB
srm_failure_treatment_00991,treatment,11.95,1,0,1,0,returning_user,android,CA
srm_failure_treatment_01074,treatment,12.62,0,0,0,0,new_user,android,CA
srm_failure_treatment_00571,treatment,11.3,0,0,0,0,returning_user,ios,US
srm_failure_control_00985,control,10.16,0,0,1,0,returning_user,android,GB
srm_failure_treatment_01695,treatment,12.59,0,0,0,0,new_user,android,DE
srm_failure_treatment_02244,treatment,9.35,0,0,0,0,new_user,android,US
srm_failure_control_00597,control,10.24,1,0,1,0,new_user,web,US
srm_failure_control_00083,control,8.61,0,0,1,0,high_value,ios,CA
srm_failure_treatment_02344,treatment,8.87,1,0,1,0,returning_user,android,GB
srm_failure_treatment_01104,treatment,12.36,1,0,1,0,high_value,ios,US
srm_failure_treatment_02453,treatment,10.94,0,0,0,0,high_value,android,DE
srm_failure_control_00126,control,9.23,0,0,1,0,new_user,ios,GB
srm_failure_treatment_01672,treatment,11.37,0,0,1,0,new_user,ios,DE
srm_failure_control_01090,control,10.14,1,0,1,0,new_user,ios,GB
srm_failure_treatment_01942,treatment,12.26,0,0,0,0,high_value,ios,US
srm_failure_treatment_02363,treatment,12.91,1,0,0,0,new_user,android,US
srm_failure_treatment_01440,treatment,12.56,1,0,1,0,new_user,ios,US
srm_failure_control_00444,control,11.9,0,0,1,0,new_user,ios,US
srm_failure_treatment_00437,treatment,12.41,0,0,0,0,returning_user,web,DE
srm_failure_treatment_00273,treatment,9.53,0,0,0,0,returning_user,ios,DE
srm_failure_treatment_01746,treatment,9.33,0,0,1,0,returning_user,ios,GB
srm_failure_treatment_01251,treatment,12.66,0,0,0,0,new_user,ios,CA
srm_failure_control_00948,control,10.04,0,0,1,0,new_user,web,GB
srm_failure_treatment_02214,treatment,11.61,0,0,0,0,returning_user,web,DE
srm_failure_control_00046,control,11.44,0,0,1,0,returning_user,android,GB
srm_failure_control_01113,control,9.15,0,0,0,0,new_user,ios,US
srm_failure_treatment_01071,treatment,11.88,0,0,0,0,new_user,web,GB
srm_failure_treatment_02384,treatment,10.65,0,1,1,0,returning_user,ios,GB
srm_failure_treatment_02402,treatment,11.91,0,0,0,0,high_value,web,CA
srm_failure_treatment_01784,treatment,10.58,0,0,0,0,returning_user,web,DE
srm_failure_treatment_01904,treatment,10.58,0,0,1,0,new_user,ios,DE
srm_failure_treatment_01033,treatment,9.53,0,1,0,0,returning_user,android,US
srm_failure_treatment_01708,treatment,10.2,0,0,0,0,returning_user,android,CA
srm_failure_treatment_02518,treatment,14.93,0,0,0,0,returning_user,ios,DE
srm_failure_treatment_02792,treatment,12.23,0,0,1,0,returning_user,web,GB
srm_failure_control_00524,control,8.98,0,0,0,0,returning_user,ios,US
srm_failure_control_00823,control,8.71,0,0,0,0,returning_user,web,CA
srm_failure_treatment_02170,treatment,11.07,0,0,0,0,new_user,ios,GB
srm_failure_control_00108,control,11.05,0,1,0,0,returning_user,android,US
srm_failure_control_00035,control,10.53,0,0,0,0,new_user,web,GB
srm_failure_control_00477,control,9.07,0,0,0,0,returning_user,android,CA
srm_failure_treatment_01431,treatment,10.8,0,0,1,0,new_user,web,US
srm_failure_treatment_01946,treatment,11.65,0,0,0,0,new_user,android,DE
srm_failure_control_00950,control,12.28,1,0,0,0,high_value,web,DE
srm_failure_control_00702,control,10.52,0,0,0,0,returning_user,web,US
srm_failure_treatment_00520,treatment,9.1,0,1,0,0,new_user,android,GB
srm_failure_treatment_00893,treatment,12.81,0,0,0,0,high_value,ios,CA
srm_failure_treatment_00872,treatment,12.33,0,0,0,0,returning_user,android,US
srm_failure_treatment_00977,treatment,10.02,0,0,0,0,returning_user,ios,US
srm_failure_treatment_00012,treatment,10.75,0,0,1,0,new_user,web,CA
srm_failure_treatment_01011,treatment,12.46,1,0,0,0,new_user,android,GB
srm_failure_treatment_00743,treatment,12.48,1,0,1,0,new_user,ios,GB
srm_failure_control_00160,control,11.47,0,0,1,0,new_user,web,DE
srm_failure_control_00707,control,8.32,1,0,1,0,returning_user,ios,US
srm_failure_control_00833,control,11.6,1,0,0,0,returning_user,ios,GB
srm_failure_control_00331,control,12.32,0,0,0,0,high_value,android,US
srm_failure_treatment_00386,treatment,9.99,0,0,0,0,returning_user,web,US
srm_failure_treatment_01939,treatment,10.61,1,0,1,0,returning_user,ios,DE
srm_failure_treatment_00078,treatment,10.8,1,0,1,0,returning_user,ios,CA
srm_failure_treatment_01658,treatment,9.36,1,0,1,0,returning_user,android,GB
srm_failure_treatment_02585,treatment,9.15,1,0,1,0,returning_user,web,DE
srm_failure_treatment_02236,treatment,9.99,0,0,1,0,high_value,ios,GB
srm_failure_treatment_00184,treatment,9.7,0,1,1,0,returning_user,android,US
srm_failure_treatment_02357,treatment,9.37,1,0,1,0,returning_user,ios,GB
srm_failure_treatment_01914,treatment,12.91,1,0,1,0,returning_user,web,GB
srm_failure_treatment_00651,treatment,11.57,0,0,0,0,returning_user,ios,US
srm_failure_treatment_02156,treatment,9.57,0,0,0,0,returning_user,ios,CA
srm_failure_treatment_02706,treatment,9.53,0,0,0,0,returning_user,android,CA
srm_failure_control_01000,control,9.7,0,0,0,0,new_user,web,US
srm_failure_control_01100,control,10.95,1,0,0,0,new_user,web,US
srm_failure_treatment_00998,treatment,13.28,0,0,1,0,returning_user,ios,DE
srm_failure_treatment_00955,treatment,10.62,0,0,0,0,returning_user,ios,GB
srm_failure_treatment_01635,treatment,11.21,0,0,0,0,new_user,web,GB
srm_failure_control_00373,control,9.95,0,1,0,0,returning_user,ios,GB
srm_failure_control_00530,control,9.74,0,0,1,0,returning_user,web,GB
srm_failure_treatment_01666,treatment,9.29,0,0,1,0,new_user,android,DE
srm_failure_treatment_00316,treatment,11.73,1,0,1,0,new_user,web,CA
srm_failure_treatment_01392,treatment,11.68,1,0,1,0,new_user,android,CA
srm_failure_treatment_00573,treatment,11.54,0,0,0,0,returning_user,ios,US
srm_failure_treatment_01386,treatment,9.12,1,0,1,0,high_value,web,CA
srm_failure_treatment_01690,treatment,8.75,0,0,0,0,returning_user,android,CA
srm_failure_treatment_00239,treatment,11.14,1,0,1,0,new_user,ios,DE
srm_failure_control_00699,control,9.04,0,0,0,0,new_user,web,US
srm_failure_treatment_02405,treatment,12.67,0,0,1,0,new_user,web,GB
srm_failure_treatment_02527,treatment,10.41,0,0,0,0,returning_user,ios,US
srm_failure_treatment_01005,treatment,8.97,0,0,0,0,high_value,ios,GB
srm_failure_treatment_01184,treatment,11.94,0,0,1,0,returning_user,android,CA
srm_failure_treatment_00866,treatment,9.43,1,0,1,0,new_user,android,GB
srm_failure_control_00947,control,9.57,0,0,0,0,high_value,ios,GB
srm_failure_treatment_02533,treatment,9.64,0,0,1,0,returning_user,android,CA
srm_failure_treatment_00248,treatment,10.84,0,1,0,0,returning_user,ios,US
srm_failure_control_01181,control,12.22,0,0,1,0,new_user,ios,GB
srm_failure_treatment_01794,treatment,10.36,0,0,0,0,new_user,android,CA
srm_failure_treatment_00655,treatment,9.03,0,0,1,0,returning_user,web,DE
srm_failure_treatment_00272,treatment,10.89,0,0,0,0,returning_user,android,CA
srm_failure_treatment_02731,treatment,12.45,0,0,1,0,returning_user,ios,CA
srm_failure_control_00671,control,9.58,0,0,0,0,returning_user,ios,DE
srm_failure_control_01062,control,8.31,0,0,1,0,new_user,ios,CA
srm_failure_control_01047,control,11.6,0,0,0,0,new_user,web,US
srm_failure_treatment_02264,treatment,10.55,0,0,1,0,new_user,ios,CA
srm_failure_treatment_00776,treatment,10.54,0,0,1,1,new_user,ios,US
srm_failure_control_00222,control,8.65,0,0,1,0,returning_user,android,CA
srm_failure_treatment_02233,treatment,10.37,0,0,0,0,returning_user,android,DE
srm_failure_treatment_02646,treatment,10.9,1,0,1,0,new_user,android,GB
srm_failure_treatment_02250,treatment,9.5,1,0,0,0,returning_user,web,US
srm_failure_treatment_02208,treatment,13.09,0,0,1,0,returning_user,android,DE
srm_failure_control_00096,control,9.13,0,0,0,0,new_user,ios,US
srm_failure_treatment_02418,treatment,12.94,0,0,1,0,high_value,web,GB
srm_failure_treatment_01176,treatment,10.32,0,0,0,0,new_user,web,GB
srm_failure_treatment_01201,treatment,7.93,0,0,0,0,high_value,web,CA
srm_failure_treatment_01812,treatment,11.42,1,0,0,0,returning_user,android,US
srm_failure_treatment_01547,treatment,11.0,0,0,0,0,returning_user,ios,US
srm_failure_treatment_02395,treatment,9.44,0,1,1,0,new_user,android,US
srm_failure_control_01170,control,9.37,0,0,1,0,high_value,web,GB
srm_failure_treatment_00782,treatment,11.39,0,0,0,0,new_user,web,CA
srm_failure_treatment_00269,treatment,9.86,0,0,0,0,returning_user,android,DE
srm_failure_control_00031,control,11.0,0,0,1,0,returning_user,ios,DE
srm_failure_control_00158,control,10.56,0,0,1,0,high_value,ios,DE
srm_failure_treatment_00134,treatment,11.05,1,0,0,0,high_value,web,CA
srm_failure_treatment_02732,treatment,10.01,0,0,0,0,high_value,ios,GB
srm_failure_treatment_00063,treatment,9.15,0,0,0,0,new_user,android,US
srm_failure_treatment_02440,treatment,12.76,0,0,0,0,returning_user,ios,DE
srm_failure_treatment_00418,treatment,9.64,0,1,1,0,new_user,web,CA
srm_failure_control_00641,control,8.53,0,0,0,0,returning_user,ios,CA
srm_failure_control_00379,control,11.94,0,0,1,0,returning_user,android,GB
srm_failure_control_01084,control,9.64,1,0,0,0,returning_user,ios,CA
srm_failure_control_01059,control,7.58,0,0,0,0,returning_user,android,GB
srm_failure_treatment_00250,treatment,11.24,1,0,0,0,new_user,web,GB
srm_failure_control_00847,control,12.32,0,0,1,0,returning_user,web,US
srm_failure_control_00484,control,8.92,0,0,1,0,returning_user,web,GB
srm_failure_treatment_00155,treatment,10.83,1,0,1,0,new_user,ios,DE
srm_failure_treatment_01767,treatment,11.0,1,0,1,0,returning_user,web,CA
srm_failure_treatment_00293,treatment,10.1,1,1,0,0,new_user,ios,GB
srm_failure_control_00814,control,9.77,0,0,0,0,high_value,android,DE
srm_failure_treatment_01137,treatment,11.23,0,0,0,0,returning_user,android,DE
srm_failure_treatment_01053,treatment,11.82,1,0,0,0,returning_user,web,CA
srm_failure_treatment_01554,treatment,12.47,1,0,1,0,new_user,web,CA
srm_failure_control_00118,control,9.01,0,0,0,0,returning_user,android,DE
srm_failure_treatment_00815,treatment,11.64,0,0,1,0,new_user,ios,DE
srm_failure_control_00316,control,11.19,0,0,0,0,new_user,android,DE
srm_failure_control_00649,control,12.17,0,0,0,0,returning_user,android,DE
srm_failure_treatment_00498,treatment,10.46,0,0,1,0,returning_user,android,GB
srm_failure_control_00356,control,10.51,0,0,0,0,returning_user,web,CA
srm_failure_treatment_00258,treatment,9.74,1,0,0,0,returning_user,android,US
srm_failure_treatment_02140,treatment,11.01,0,0,0,0,new_user,android,CA
srm_failure_treatment_02444,treatment,10.85,0,0,1,0,returning_user,ios,CA
srm_failure_treatment_02799,treatment,11.59,0,0,0,0,returning_user,web,US
srm_failure_treatment_02079,treatment,10.85,1,0,1,0,new_user,ios,GB
srm_failure_treatment_00172,treatment,9.17,1,1,0,0,high_value,ios,CA
srm_failure_treatment_02415,treatment,13.51,0,0,0,0,new_user,android,US
srm_failure_treatment_01217,treatment,11.7,0,0,0,0,returning_user,ios,US
srm_failure_treatment_00276,treatment,10.24,0,0,1,0,returning_user,web,GB
srm_failure_treatment_02217,treatment,10.99,0,0,1,0,returning_user,ios,GB
srm_failure_control_00611,control,10.15,1,0,1,0,high_value,web,GB
srm_failure_treatment_00064,treatment,11.25,0,0,1,0,high_value,ios,CA
srm_failure_control_00931,control,9.01,0,0,1,0,new_user,android,US
srm_failure_treatment_01409,treatment,9.08,0,1,0,0,new_user,android,GB
srm_failure_treatment_02655,treatment,10.11,1,0,0,0,returning_user,ios,CA
srm_failure_treatment_00527,treatment,12.21,0,0,0,0,returning_user,ios,GB
srm_failure_control_00774,control,10.69,0,0,1,0,high_value,web,US
srm_failure_control_00979,control,9.49,0,0,0,0,new_user,ios,CA
srm_failure_control_00519,control,9.49,0,0,0,0,high_value,web,DE
srm_failure_treatment_01540,treatment,9.43,0,0,1,0,returning_user,ios,US
srm_failure_treatment_02234,treatment,10.92,0,1,1,0,returning_user,ios,DE
srm_failure_treatment_00421,treatment,9.35,0,0,0,0,new_user,web,US
srm_failure_treatment_01168,treatment,12.66,0,1,0,0,new_user,android,US
srm_failure_control_00400,control,10.76,1,0,1,0,returning_user,android,GB
srm_failure_treatment_02547,treatment,11.39,0,0,0,0,new_user,ios,GB
srm_failure_treatment_02128,treatment,10.73,1,0,1,0,returning_user,ios,DE
srm_failure_control_00586,control,9.51,0,0,0,0,returning_user,web,CA
srm_failure_treatment_02537,treatment,10.28,0,0,0,0,returning_user,android,GB
srm_failure_treatment_00099,treatment,11.87,0,0,1,0,new_user,android,GB
srm_failure_treatment_00802,treatment,10.86,1,0,0,0,returning_user,web,CA
srm_failure_treatment_02717,treatment,9.98,0,0,0,0,new_user,web,GB
srm_failure_treatment_00434,treatment,11.48,0,0,0,0,returning_user,ios,GB
srm_failure_control_01118,control,10.84,0,0,0,0,returning_user,android,US
srm_failure_control_00371,control,10.56,1,0,1,0,new_user,ios,CA
srm_failure_control_00663,control,10.65,0,1,0,0,high_value,android,GB
srm_failure_treatment_02468,treatment,11.32,0,1,0,0,new_user,ios,GB
srm_failure_treatment_02670,treatment,10.26,0,0,0,0,returning_user,web,DE
srm_failure_control_00816,control,9.44,0,0,0,0,new_user,web,US
srm_failure_control_01140,control,10.41,0,0,0,0,returning_user,web,CA
srm_failure_control_00408,control,8.17,0,0,1,0,returning_user,android,US
srm_failure_treatment_02638,treatment,10.06,0,0,1,0,returning_user,android,GB
srm_failure_treatment_01713,treatment,10.71,0,0,0,0,new_user,android,CA
srm_failure_control_00325,control,9.15,0,0,0,0,returning_user,web,GB
srm_failure_control_00109,control,8.65,0,0,0,0,new_user,android,CA
srm_failure_treatment_01615,treatment,10.12,0,0,1,0,returning_user,web,DE
srm_failure_control_00869,control,10.96,0,0,0,0,returning_user,web,GB
srm_failure_treatment_02108,treatment,10.12,0,0,0,0,high_value,android,US
srm_failure_treatment_02382,treatment,9.81,0,0,0,0,returning_user,ios,GB
srm_failure_treatment_02597,treatment,10.16,0,1,0,0,returning_user,web,DE
srm_failure_treatment_01915,treatment,12.46,0,0,1,0,returning_user,ios,US
srm_failure_treatment_00649,treatment,11.29,0,1,0,0,returning_user,web,US
srm_failure_treatment_02300,treatment,11.71,1,0,0,0,new_user,ios,US
srm_failure_treatment_02375,treatment,9.53,0,0,0,0,new_user,android,US
srm_failure_treatment_00659,treatment,13.25,0,0,1,0,new_user,web,DE
srm_failure_treatment_00130,treatment,10.83,0,0,1,0,returning_user,web,GB
srm_failure_control_00750,control,9.6,0,0,1,0,new_user,ios,GB
srm_failure_control_00794,control,12.05,0,0,0,0,returning_user,android,DE
srm_failure_control_00029,control,10.52,0,0,1,0,new_user,ios,GB
srm_failure_treatment_00528,treatment,10.92,0,0,0,0,returning_user,android,US
srm_failure_treatment_01013,treatment,13.21,0,0,1,0,new_user,web,GB
srm_failure_control_00352,control,10.7,0,0,0,0,returning_user,web,DE
srm_failure_treatment_00174,treatment,8.83,0,0,1,0,returning_user,web,GB
srm_failure_treatment_00460,treatment,10.49,0,0,0,0,new_user,android,GB
srm_failure_control_00439,control,9.16,0,0,1,0,high_value,ios,DE
srm_failure_treatment_01444,treatment,10.77,0,0,1,0,new_user,ios,DE
srm_failure_treatment_00560,treatment,10.39,0,0,1,0,returning_user,android,DE
srm_failure_treatment_00363,treatment,10.03,1,0,1,0,returning_user,ios,US
srm_failure_treatment_01674,treatment,9.88,0,1,0,0,new_user,android,CA
srm_failure_treatment_01798,treatment,9.87,1,0,0,0,returning_user,android,US
srm_failure_control_00197,control,11.51,1,0,0,0,new_user,ios,CA
srm_failure_treatment_02322,treatment,12.54,1,0,1,0,new_user,android,US
srm_failure_treatment_01262,treatment,7.31,0,0,0,0,returning_user,ios,CA
srm_failure_control_00670,control,10.49,0,0,0,0,high_value,web,GB
srm_failure_control_00312,control,11.35,0,0,0,0,high_value,ios,DE
srm_failure_treatment_02310,treatment,8.88,1,0,0,0,new_user,web,US
srm_failure_control_00221,control,10.38,0,0,0,0,returning_user,android,CA
srm_failure_treatment_02556,treatment,10.53,0,0,1,0,new_user,ios,GB
srm_failure_control_00855,control,10.5,0,1,1,0,high_value,ios,GB
srm_failure_treatment_02351,treatment,11.38,0,0,0,0,returning_user,android,CA
srm_failure_treatment_00892,treatment,11.48,0,0,1,0,high_value,android,GB
srm_failure_control_00673,control,10.85,1,0,0,0,returning_user,web,US
srm_failure_control_00926,control,10.5,1,0,1,0,returning_user,android,DE
srm_failure_treatment_02448,treatment,11.9,0,0,1,0,new_user,web,GB
srm_failure_treatment_00641,treatment,11.9,0,0,1,0,returning_user,android,DE
srm_failure_treatment_00384,treatment,11.79,1,0,0,0,new_user,android,CA
srm_failure_control_00789,control,8.64,0,0,1,0,returning_user,web,US
srm_failure_treatment_02404,treatment,11.75,1,0,1,0,new_user,android,CA
srm_failure_control_00220,control,10.91,0,0,0,0,high_value,web,CA
srm_failure_control_00462,control,10.68,0,0,0,0,returning_user,android,US
srm_failure_treatment_02469,treatment,11.6,1,0,1,0,returning_user,android,US
srm_failure_treatment_00237,treatment,10.97,0,0,0,0,high_value,ios,DE
srm_failure_treatment_02076,treatment,10.01,0,0,0,0,returning_user,android,GB
srm_failure_control_01056,control,10.95,0,0,1,0,returning_user,ios,US
srm_failure_control_00489,control,9.36,1,0,0,0,new_user,ios,US
srm_failure_control_00045,control,12.0,0,0,0,0,new_user,android,CA
srm_failure_treatment_00480,treatment,8.15,0,0,0,0,returning_user,web,DE
srm_failure_treatment_01508,treatment,10.86,0,0,1,0,high_value,ios,DE
srm_failure_treatment_00579,treatment,10.6,1,0,0,0,high_value,ios,DE
srm_failure_treatment_02539,treatment,10.78,0,0,1,0,new_user,web,CA
srm_failure_treatment_01857,treatment,12.92,0,0,1,0,new_user,android,GB
srm_failure_treatment_00699,treatment,9.88,0,0,1,0,returning_user,android,DE
srm_failure_treatment_00091,treatment,8.01,0,0,1,0,returning_user,ios,DE
srm_failure_control_00416,control,12.86,0,0,0,0,new_user,web,DE
srm_failure_control_00313,control,9.07,0,0,0,0,returning_user,android,DE
srm_failure_treatment_02075,treatment,12.39,0,0,1,0,new_user,ios,US
srm_failure_treatment_02789,treatment,10.77,1,0,0,0,returning_user,ios,GB
srm_failure_treatment_01186,treatment,11.31,0,0,1,0,new_user,android,CA
srm_failure_treatment_02243,treatment,11.74,0,0,0,0,returning_user,web,CA
srm_failure_control_00250,control,9.53,1,0,0,0,returning_user,ios,DE
srm_failure_control_00559,control,10.06,0,0,0,0,high_value,android,CA
srm_failure_treatment_00572,treatment,11.06,0,0,0,0,new_user,ios,DE
srm_failure_control_00262,control,9.55,0,0,1,0,high_value,android,US
srm_failure_treatment_00945,treatment,11.72,0,0,1,0,returning_user,android,CA
srm_failure_treatment_01582,treatment,10.49,0,0,0,0,high_value,ios,DE
srm_failure_treatment_00235,treatment,11.42,0,0,0,0,returning_user,web,CA
srm_failure_treatment_01578,treatment,10.85,0,0,0,0,returning_user,ios,DE
srm_failure_treatment_00092,treatment,12.61,0,0,1,0,new_user,web,US
srm_failure_control_00920,control,8.34,0,0,1,0,new_user,web,US
srm_failure_treatment_00934,treatment,10.65,1,0,1,0,new_user,ios,US
srm_failure_treatment_00798,treatment,8.84,1,0,0,0,new_user,android,GB
srm_failure_treatment_01811,treatment,11.65,0,0,0,0,new_user,android,US
srm_failure_control_00607,control,9.09,0,0,1,0,returning_user,ios,US
srm_failure_control_00890,control,10.65,0,0,0,0,high_value,ios,US
srm_failure_control_00174,control,10.57,0,0,1,0,returning_user,web,US
srm_failure_treatment_02192,treatment,11.32,0,0,1,0,returning_user,web,GB
srm_failure_control_00071,control,11.42,0,0,1,0,new_user,android,DE
srm_failure_control_00616,control,10.56,0,0,1,0,high_value,ios,US
srm_failure_control_00072,control,10.48,1,0,0,0,new_user,ios,GB
srm_failure_treatment_01456,treatment,12.18,0,0,0,0,new_user,web,CA
srm_failure_treatment_02035,treatment,12.27,0,0,0,0,new_user,android,CA
srm_failure_treatment_00229,treatment,10.69,0,0,0,0,new_user,web,GB
srm_failure_treatment_02442,treatment,11.28,1,0,0,0,returning_user,web,CA
srm_failure_control_00028,control,9.35,0,0,0,0,new_user,web,US
srm_failure_treatment_02086,treatment,11.26,0,0,1,0,new_user,android,US
srm_failure_control_00819,control,10.47,0,0,1,0,returning_user,ios,US
srm_failure_control_01013,control,8.97,1,0,0,0,returning_user,android,DE
srm_failure_control_00339,control,9.6,1,0,1,0,returning_user,ios,GB
srm_failure_treatment_01943,treatment,11.8,1,1,0,0,returning_user,web,DE
srm_failure_control_00529,control,11.34,0,0,1,0,returning_user,android,US
srm_failure_treatment_01524,treatment,9.62,0,0,1,0,high_value,android,US
srm_failure_treatment_00583,treatment,11.31,0,0,0,0,returning_user,android,US
srm_failure_treatment_01255,treatment,11.49,1,0,1,0,returning_user,android,GB
srm_failure_treatment_00183,treatment,11.77,0,0,0,0,high_value,android,US
srm_failure_treatment_02209,treatment,12.17,0,0,0,0,returning_user,ios,GB
srm_failure_control_01026,control,7.6,0,0,0,0,new_user,ios,US
srm_failure_treatment_00373,treatment,13.01,0,0,1,0,high_value,android,GB
srm_failure_control_00178,control,10.06,0,0,0,0,new_user,android,DE
srm_failure_treatment_01268,treatment,8.78,1,0,1,0,high_value,ios,CA
srm_failure_treatment_00292,treatment,10.71,1,0,0,0,returning_user,web,DE
srm_failure_treatment_01709,treatment,10.9,0,0,1,0,new_user,android,GB
srm_failure_treatment_00388,treatment,12.53,1,0,1,0,returning_user,ios,DE
srm_failure_control_00285,control,11.24,0,0,0,0,returning_user,android,US
srm_failure_treatment_02071,treatment,10.71,0,0,0,0,high_value,web,CA
srm_failure_treatment_00513,treatment,9.94,0,0,1,0,new_user,android,DE
srm_failure_control_00019,control,9.34,0,0,0,0,returning_user,ios,DE
srm_failure_control_00301,control,10.33,1,0,0,0,new_user,android,DE
srm_failure_treatment_02472,treatment,10.69,0,0,1,0,new_user,web,US
srm_failure_treatment_00954,treatment,9.98,1,0,0,0,returning_user,ios,GB
srm_failure_treatment_00096,treatment,9.49,0,0,1,0,high_value,web,GB
srm_failure_treatment_01055,treatment,10.76,0,0,0,0,new_user,web,DE
srm_failure_treatment_01117,treatment,11.47,0,0,0,0,high_value,ios,GB
srm_failure_treatment_00708,treatment,10.77,0,0,0,0,new_user,web,GB
srm_failure_treatment_01702,treatment,11.67,0,0,0,0,new_user,android,US
srm_failure_treatment_00029,treatment,12.34,1,0,1,0,new_user,web,US
srm_failure_control_00901,control,8.83,0,0,0,0,new_user,web,DE
srm_failure_treatment_01827,treatment,9.43,0,0,0,0,new_user,ios,US
srm_failure_treatment_02403,treatment,8.55,0,0,1,0,returning_user,android,CA
srm_failure_treatment_01156,treatment,12.8,0,0,0,0,returning_user,ios,GB
srm_failure_treatment_02256,treatment,8.34,0,0,0,0,high_value,ios,DE
srm_failure_control_00918,control,10.29,0,0,0,0,high_value,web,CA
srm_failure_treatment_00547,treatment,8.9,1,0,1,0,new_user,ios,CA
srm_failure_treatment_01854,treatment,11.09,0,0,1,0,new_user,android,US
srm_failure_treatment_01828,treatment,10.67,0,0,1,0,new_user,ios,US
srm_failure_treatment_01576,treatment,12.11,1,0,0,1,high_value,android,DE
srm_failure_treatment_00327,treatment,10.42,0,0,1,0,high_value,ios,US
srm_failure_treatment_02462,treatment,10.16,0,0,0,0,new_user,ios,DE
srm_failure_treatment_01061,treatment,11.1,0,0,0,0,new_user,web,DE
srm_failure_control_01092,control,8.67,0,1,1,0,high_value,android,CA
srm_failure_treatment_02168,treatment,11.14,1,0,0,0,new_user,web,US
srm_failure_treatment_02422,treatment,10.23,0,0,1,0,returning_user,web,CA
srm_failure_treatment_00845,treatment,11.04,0,0,0,0,high_value,ios,GB
srm_failure_control_00380,control,12.15,0,0,1,0,high_value,android,GB
srm_failure_treatment_01648,treatment,10.43,0,0,0,0,high_value,android,DE
srm_failure_treatment_01785,treatment,11.95,0,0,0,0,new_user,ios,CA
srm_failure_treatment_02775,treatment,12.33,0,0,0,0,high_value,ios,CA
srm_failure_control_01041,control,7.18,0,0,0,0,new_user,web,DE
srm_failure_treatment_00266,treatment,13.0,0,0,0,0,high_value,ios,CA
srm_failure_treatment_02412,treatment,10.22,0,0,1,0,new_user,web,DE
srm_failure_treatment_02137,treatment,10.76,0,0,0,0,new_user,ios,DE
srm_failure_treatment_01003,treatment,10.31,0,0,0,0,new_user,android,DE
srm_failure_treatment_02141,treatment,12.47,0,0,1,0,new_user,ios,CA
srm_failure_treatment_00219,treatment,10.7,0,0,1,0,returning_user,android,CA
srm_failure_treatment_01034,treatment,10.33,0,0,0,0,high_value,android,DE
srm_failure_treatment_01132,treatment,11.27,0,0,0,0,high_value,ios,US
srm_failure_treatment_02598,treatment,11.75,0,0,1,0,new_user,ios,GB
srm_failure_control_00184,control,10.44,1,0,1,0,returning_user,ios,CA
srm_failure_treatment_00028,treatment,12.42,0,0,0,0,returning_user,android,US
srm_failure_control_01082,control,10.21,0,0,0,0,new_user,android,GB
srm_failure_treatment_00936,treatment,12.48,0,0,1,0,high_value,ios,GB
srm_failure_control_01020,control,11.9,0,0,1,0,high_value,web,US
srm_failure_control_00624,control,9.89,0,0,0,0,returning_user,android,GB
srm_failure_control_00471,control,7.8,1,0,0,0,high_value,web,CA
srm_failure_treatment_00966,treatment,11.52,0,0,1,0,new_user,web,US
srm_failure_treatment_00564,treatment,10.23,0,0,0,0,returning_user,ios,US
srm_failure_treatment_00122,treatment,9.7,0,0,0,0,returning_user,ios,CA
srm_failure_control_00732,control,10.16,0,0,1,0,high_value,web,CA
srm_failure_treatment_01266,treatment,10.41,0,0,0,0,high_value,ios,US
srm_failure_treatment_00008,treatment,11.22,0,1,0,0,high_value,android,CA
srm_failure_treatment_01115,treatment,10.0,0,0,0,0,new_user,android,DE
srm_failure_control_01008,control,10.34,0,1,1,0,high_value,android,US
srm_failure_treatment_02095,treatment,9.09,0,0,1,0,high_value,ios,US
